Date,User_ID,Start_Timestamp,End_Timestamp,Cash spend,OS,OS_Version,Number_Of_Impression
2021-06-13,244,1623578411,1623580441,17,iOS,12,4
2020-05-13,8157,1589311578,1589313035,11,iOS,12,6
2020-09-30,9038,1601472542,1601473248,20,iOS,11,2
2021-06-11,1525,1623398819,1623400858,10,Android,8,3
2020-10-05,2829,1601852373,1601852945,16,Android,11,3
2020-04-20,3910,1587358031,1587359491,10,Android,9,5
2020-10-09,9685,1602188340,1602191507,14,Android,12,4
2021-05-10,7535,1620613074,1620616005,17,iOS,12,4
2020-08-25,7215,1598299906,1598300479,14,iOS,10,2
2020-06-27,7833,1593212216,1593213865,7,Android,8,5
2021-07-17,7240,1626455436,1626455771,9,Android,10,5
2021-02-20,2890,1613781301,1613782108,4,iOS,12,2
2020-05-18,3462,1589813266,1589814066,7,Android,11,2
2020-03-26,4162,1585157543,1585159757,15,Android,12,6
2020-12-30,2189,1609262911,1609263841,14,iOS,10,1
2020-08-21,4565,1597951818,1597953138,17,iOS,11,5
2020-05-03,1895,1588486369,1588488634,1,iOS,10,1
2020-08-21,2863,1598014776,1598016752,11,Android,8,1
2020-01-31,5549,1580413461,1580413808,6,iOS,11,6
2021-05-17,6279,1621240964,1621243952,11,Android,12,6
2021-06-05,2239,1622861077,1622863895,9,iOS,11,3
2021-03-22,7146,1616398568,1616400470,18,iOS,11,6
2020-04-24,9410,1587718559,1587720435,16,iOS,11,2
2020-05-14,1734,1589441704,1589444420,9,iOS,10,4
2021-03-27,9297,1616813936,1616816688,5,Android,11,1
2020-07-06,1132,1593968634,1593969862,19,Android,11,3
2021-05-01,9177,1619816804,1619820133,12,Android,8,3
2020-08-03,9989,1596389383,1596391148,19,iOS,12,4
2021-01-10,8547,1610272984,1610276548,2,Android,8,3
2021-03-04,8192,1614835717,1614836635,1,iOS,10,4
2020-04-14,3969,1586869283,1586869851,10,iOS,11,3
2021-03-04,9056,1614818463,1614821739,14,Android,11,4
2020-09-10,2121,1599747841,1599749142,13,iOS,10,2
2020-04-16,5820,1587000531,1587002282,13,Android,12,3
2020-12-23,1138,1608709800,1608711549,2,Android,12,2
2021-04-21,2841,1618972224,1618974160,6,Android,12,1
2021-06-15,1507,1623712545,1623716036,13,iOS,11,1
2020-08-10,4653,1597008728,1597010566,3,Android,11,2
2020-01-24,9682,1579855517,1579858756,12,Android,11,6
2021-06-07,5236,1623043440,1623046425,20,Android,11,3
2020-04-12,9771,1586649378,1586652601,6,Android,12,5
2021-07-24,9298,1627130231,1627131641,12,Android,12,2
2020-05-18,8730,1589801763,1589802881,18,iOS,10,6
2021-03-06,4701,1615014448,1615016941,6,Android,12,6
2020-08-02,8404,1596354151,1596356556,20,iOS,10,1
2021-05-22,9074,1621694475,1621697695,11,Android,12,2
2020-05-05,2621,1588669936,1588672677,20,Android,11,5
2020-02-04,3230,1580774536,1580776601,2,iOS,12,2
2020-07-16,5478,1594856910,1594858107,3,Android,9,6
2021-06-22,5989,1624314804,1624317517,2,iOS,12,1
2021-06-24,29,1624478026,1624478618,7,Android,9,1
2021-03-20,863,1616240700,1616243387,12,Android,9,1
2020-01-24,3863,1579830654,1579832960,4,iOS,12,3
2021-06-16,9533,1623789325,1623791981,18,iOS,12,1
2021-04-19,9061,1618787739,1618791138,14,iOS,10,6
2021-01-07,4046,1610027286,1610029503,15,Android,11,4
2021-03-28,2852,1616887634,1616888018,14,Android,10,5
2020-05-23,3293,1590184568,1590184956,13,iOS,10,2
2020-08-06,3717,1596702096,1596702817,17,Android,10,3
2020-09-15,3537,1600181266,1600182227,19,iOS,12,3
2020-03-31,3163,1585640094,1585643171,11,Android,9,2
2020-08-15,8966,1597504649,1597504981,6,Android,12,4
2021-06-16,8857,1623788038,1623789509,8,Android,9,5
2020-12-25,6795,1608907179,1608908263,10,iOS,12,2
2021-07-16,1598,1626431506,1626434137,9,Android,12,6
2021-05-01,6624,1619862767,1619865325,8,iOS,10,6
2020-06-15,7886,1592193852,1592195066,7,Android,10,4
2020-10-21,6665,1603298650,1603301423,19,Android,11,2
2021-06-18,9487,1623981420,1623984771,6,Android,12,3
2020-12-02,354,1606862236,1606862868,3,iOS,12,1
2020-02-01,3206,1580573802,1580574269,8,Android,10,2
2020-01-31,2816,1580436176,1580437584,13,iOS,11,1
2021-02-02,6390,1612278926,1612281211,6,Android,10,6
2020-01-20,1643,1579455094,1579456670,20,Android,11,6
2021-04-27,3949,1619469055,1619470675,12,Android,11,6
2021-01-04,3430,1609738038,1609739134,5,Android,9,4
2021-02-06,566,1612586469,1612587368,9,Android,10,5
2021-05-04,7101,1620113597,1620115636,17,iOS,12,6
2020-06-24,1464,1593009512,1593011530,4,Android,8,3
2020-04-05,7974,1586072465,1586072812,12,iOS,12,5
2021-02-21,1296,1613922142,1613922874,5,iOS,10,5
2021-04-02,7332,1617347581,1617350471,20,Android,11,5
2021-04-17,1154,1618649286,1618650381,1,Android,10,5
2021-01-01,3543,1609471806,1609474086,10,Android,8,4
2020-09-25,4091,1601018735,1601020248,16,Android,11,2
2021-02-01,8706,1612175572,1612176802,15,iOS,11,4
2020-11-26,1815,1606347058,1606348367,12,iOS,11,4
2020-06-30,2515,1593478323,1593478938,2,iOS,11,5
2020-08-01,6202,1596265491,1596268616,20,Android,12,2
2020-11-05,843,1604573600,1604576014,2,Android,12,1
2020-03-24,1802,1585029047,1585030564,5,Android,12,4
2021-03-20,4338,1616174174,1616177012,10,iOS,10,3
2021-08-05,1272,1628157402,1628160721,13,Android,11,1
2021-01-20,7698,1611154887,1611156788,20,iOS,12,3
2020-08-08,3850,1596821788,1596822865,8,Android,9,1
2020-07-06,9799,1594037666,1594038647,17,Android,8,3
2021-05-06,7455,1620247780,1620248493,9,iOS,12,4
2020-05-31,7137,1590909238,1590912446,4,iOS,10,4
2021-07-31,4,1627672749,1627675885,5,Android,11,1
2021-04-10,5057,1618017911,1618021433,16,Android,9,6
2020-11-13,1340,1605231373,1605233353,10,iOS,11,5
2020-07-12,5238,1594566190,1594569177,18,iOS,11,6
2021-05-27,9408,1622075481,1622078333,18,Android,9,4
2020-12-03,5061,1606971454,1606972910,18,Android,11,2
2020-06-28,3546,1593347734,1593349122,12,Android,12,2
2021-05-07,3969,1620373696,1620376722,9,Android,10,6
2021-05-30,729,1622358840,1622360306,4,Android,10,2
2020-02-27,6612,1582762590,1582765533,12,iOS,10,6
2020-11-29,9005,1606637635,1606639410,20,Android,9,1
2020-05-03,670,1588458800,1588460171,9,iOS,11,2
2020-06-30,2989,1593467856,1593470057,10,Android,12,4
2020-07-24,4355,1595598457,1595601541,6,Android,12,1
2020-12-30,2432,1609328813,1609329887,7,Android,8,2
2020-06-15,9959,1592168822,1592171104,4,Android,12,3
2020-12-24,6693,1608782624,1608785519,1,Android,11,4
2021-03-01,8419,1614581512,1614582477,9,Android,8,2
2020-03-14,6545,1584183262,1584185645,6,Android,8,2
2020-10-31,447,1604120606,1604122406,18,iOS,11,4
2021-03-07,7430,1615120604,1615123181,18,Android,12,1
2020-06-09,4745,1591685847,1591687676,3,Android,11,1
2021-03-03,1784,1614752548,1614754320,13,iOS,10,5
2020-07-07,3034,1594089424,1594091009,18,iOS,11,1
2021-07-07,1389,1625663704,1625665359,1,iOS,12,2
2021-02-26,4173,1614312809,1614313701,12,Android,9,6
2020-01-09,8744,1578539323,1578542519,8,Android,10,5
2020-08-26,4433,1598429771,1598430856,7,iOS,11,1
2020-08-10,9283,1597070591,1597070988,17,Android,10,4
2020-12-10,5791,1607591869,1607594884,20,iOS,11,3
2021-06-10,59,1623294081,1623297656,15,iOS,12,3
2020-12-17,1726,1608210834,1608212337,12,iOS,10,6
2021-01-01,2380,1609508629,1609511135,11,iOS,10,5
2021-08-03,4650,1627973289,1627975981,18,iOS,12,6
2020-03-10,2296,1583835404,1583837592,2,Android,12,4
2020-08-18,7923,1597763560,1597764628,13,iOS,10,6
2021-03-30,3430,1617063783,1617066681,4,iOS,10,3
2021-07-25,6937,1627218625,1627220098,2,Android,10,4
2021-04-13,399,1618282770,1618284322,5,iOS,10,1
2020-02-26,7812,1582689323,1582691022,8,Android,11,6
2021-01-18,9522,1610973754,1610974171,13,Android,10,5
2020-07-28,7635,1595874132,1595875281,12,iOS,10,1
2021-03-27,6707,1616825383,1616827991,17,iOS,11,1
2020-10-25,6501,1603581323,1603583624,18,Android,11,2
2020-10-28,2365,1603844977,1603845864,5,iOS,10,3
2020-05-30,9087,1590801083,1590801816,15,Android,12,5
2021-04-19,1216,1618833381,1618836122,12,iOS,12,3
2020-02-28,8821,1582897444,1582897831,7,iOS,12,2
2020-02-24,9769,1582490853,1582492879,20,Android,8,1
2020-10-11,3217,1602368692,1602369367,2,Android,9,2
2021-05-07,131,1620354324,1620356186,15,Android,11,5
2020-10-19,7592,1603063845,1603064520,12,Android,11,4
2020-11-24,9388,1606174074,1606176121,7,Android,10,3
2021-05-20,3994,1621448534,1621449816,15,Android,12,6
2020-12-24,2905,1608794535,1608797879,4,iOS,12,3
2020-04-20,9301,1587383243,1587386589,8,iOS,10,3
2020-03-15,5857,1584206225,1584209004,8,iOS,11,6
2020-07-03,616,1593726665,1593728973,2,iOS,10,6
2020-01-05,17,1578219615,1578221811,3,iOS,12,6
2020-11-13,7595,1605272589,1605276180,13,Android,11,1
2020-01-08,1198,1578422553,1578423855,19,Android,10,3
2020-09-04,5181,1599185125,1599187529,8,Android,9,1
2020-05-08,6476,1588943323,1588945552,1,Android,12,1
2020-08-23,708,1598192661,1598193657,18,Android,12,6
2020-09-01,3532,1598922804,1598926341,14,iOS,10,3
2021-02-12,3152,1613122845,1613123342,13,Android,9,3
2021-02-13,1448,1613176710,1613179341,3,Android,10,3
2020-10-28,1029,1603838428,1603839149,16,Android,10,5
2021-05-29,5378,1622268636,1622271786,9,Android,12,3
2020-08-22,1418,1598087287,1598090033,9,iOS,10,2
2021-03-15,4563,1615761226,1615762359,6,iOS,12,6
2020-12-19,5485,1608318711,1608319508,11,iOS,10,4
2020-03-21,2476,1584728327,1584729209,20,iOS,11,5
2020-07-02,2266,1593674306,1593677691,16,iOS,11,5
2021-07-19,2420,1626674996,1626678581,11,Android,12,3
2020-03-09,9091,1583717618,1583720002,8,Android,8,2
2021-02-13,9057,1613188984,1613190992,3,Android,10,3
2020-11-01,687,1604201447,1604201844,18,iOS,11,4
2020-03-15,430,1584252734,1584253673,14,Android,11,3
2020-01-26,2388,1580022944,1580024901,1,iOS,12,1
2020-02-26,4855,1582725009,1582728010,14,iOS,11,3
2021-06-26,3388,1624691643,1624695000,12,iOS,11,4
2020-12-07,9709,1607338490,1607339687,2,Android,9,6
2021-03-26,5813,1616719315,1616722658,3,iOS,10,4
2021-03-26,3444,1616732642,1616735046,6,iOS,12,1
2021-05-18,939,1621341740,1621342468,6,iOS,10,2
2020-03-09,6244,1583721860,1583722737,2,Android,8,2
2020-08-15,9414,1597482982,1597484875,20,Android,10,6
2020-03-27,8479,1585304110,1585306197,5,iOS,12,3
2020-12-31,9129,1609366196,1609366955,19,Android,11,1
2020-11-14,8941,1605305808,1605307507,12,iOS,10,1
2021-02-05,4069,1612487935,1612488702,8,Android,10,5
2020-02-28,103,1582885062,1582888582,9,Android,11,1
2020-01-29,4411,1580295503,1580296197,20,iOS,12,5
2021-02-14,9731,1613265610,1613269038,6,Android,9,5
2021-03-09,878,1615255304,1615257458,16,Android,12,3
2020-02-23,4319,1582465984,1582468372,7,Android,11,4
2021-01-18,7812,1610980708,1610982873,8,Android,10,1
2020-04-11,3099,1586584757,1586586461,4,Android,9,6
2020-07-14,2214,1594721590,1594724945,14,iOS,10,6
2020-10-06,4647,1601938566,1601940814,19,iOS,12,6
2020-09-02,8666,1599017301,1599020857,10,iOS,10,5
2020-01-20,1540,1579494110,1579494558,9,Android,9,3
2021-02-25,6647,1614251339,1614251980,11,iOS,12,3
2020-05-02,4952,1588371750,1588375266,5,iOS,10,5
2020-12-23,1811,1608673828,1608677098,19,Android,12,1
2020-11-05,1249,1604550758,1604553665,6,iOS,10,6
2021-01-14,9339,1610574118,1610574856,3,Android,12,2
2021-01-18,7325,1610957272,1610959222,2,Android,11,2
2020-07-09,3427,1594240474,1594242689,6,Android,11,1
2020-06-23,6233,1592846780,1592849667,9,Android,9,1
2020-08-15,3551,1597444943,1597446143,14,iOS,11,4
2020-05-01,743,1588346839,1588347994,13,Android,8,1
2020-11-22,8888,1605998451,1606001517,6,Android,8,2
2020-09-03,3511,1599141774,1599143491,10,iOS,12,5
2020-08-23,2908,1598121981,1598125351,14,iOS,12,3
2021-02-27,1553,1614411068,1614411545,20,iOS,12,3
2020-07-09,1005,1594233627,1594234736,10,Android,12,6
2020-07-08,9845,1594201153,1594203304,13,iOS,11,1
2020-06-06,6581,1591413174,1591416108,17,Android,12,2
2021-07-07,6628,1625670869,1625673677,13,iOS,10,5
2021-03-21,2833,1616303105,1616306194,11,iOS,11,6
2020-11-27,1968,1606418172,1606419023,19,iOS,10,3
2020-05-09,4010,1588960299,1588962561,10,iOS,12,2
2020-03-23,9549,1584929223,1584932307,20,Android,12,2
2021-05-09,4222,1620541461,1620544616,13,iOS,10,1
2020-05-15,252,1589558038,1589558978,1,Android,8,4
2020-08-31,9411,1598825602,1598827281,20,iOS,12,5
2021-04-22,1174,1619086272,1619086617,15,iOS,12,3
2020-09-25,527,1601012239,1601015047,13,iOS,11,1
2020-01-14,3128,1578945011,1578948438,12,iOS,11,5
2020-11-19,764,1605753946,1605754567,1,iOS,10,6
2020-03-23,2475,1584971420,1584973796,18,Android,9,5
2020-07-22,9561,1595380994,1595384444,3,iOS,10,1
2021-04-09,9381,1617950701,1617952678,4,iOS,12,2
2020-02-10,4291,1581299027,1581301398,19,iOS,12,6
2020-07-10,5498,1594315177,1594317311,18,Android,11,2
2020-04-07,9475,1586202445,1586202930,15,iOS,10,2
2020-06-02,640,1591100771,1591102217,17,Android,12,1
2020-07-13,9388,1594599941,1594601553,5,Android,9,6
2020-08-11,1187,1597096896,1597097312,2,Android,8,3
2020-03-14,4327,1584201142,1584203763,6,iOS,10,2
2021-07-14,3951,1626267433,1626269023,18,iOS,12,3
2021-03-11,5885,1615456358,1615458620,4,iOS,10,1
2021-04-08,8706,1617835627,1617839145,15,iOS,12,2
2020-10-20,1790,1603158725,1603159242,15,iOS,12,3
2021-08-02,4394,1627874339,1627874953,6,Android,10,4
2020-12-24,5823,1608765120,1608768305,16,iOS,10,3
2020-04-16,4264,1587023251,1587026801,14,Android,9,2
2020-10-11,606,1602380388,1602383062,4,iOS,10,3
2020-10-21,1194,1603260438,1603263130,12,iOS,12,4
2020-11-05,5059,1604509242,1604511566,6,Android,11,6
2020-12-30,3068,1609328004,1609330373,20,Android,10,3
2020-07-20,5403,1595203313,1595204886,12,Android,9,2
2021-04-30,4324,1619793304,1619794379,6,Android,10,4
2020-09-27,2684,1601145094,1601147311,7,iOS,12,2
2020-01-17,3054,1579226216,1579228631,8,Android,12,1
2020-09-06,3023,1599333527,1599335051,15,Android,11,5
2021-03-13,7042,1615631482,1615631914,19,Android,10,6
2021-05-30,5677,1622327410,1622330015,10,iOS,12,5
2021-01-22,2766,1611282904,1611285608,17,iOS,11,2
2021-02-08,7762,1612792601,1612793997,16,Android,8,6
2020-05-21,2946,1590065383,1590066070,15,Android,12,5
2020-01-31,5483,1580448482,1580450878,13,iOS,10,6
2021-05-13,9082,1620891827,1620894608,7,Android,11,1
2021-03-08,4570,1615218955,1615220576,12,Android,8,5
2020-02-04,4216,1580750197,1580750862,13,iOS,10,5
2020-06-12,4126,1591913171,1591916743,7,Android,11,5
2021-05-16,4280,1621179518,1621182887,5,iOS,11,6
2020-01-28,1472,1580151046,1580153367,5,Android,10,3
2021-03-14,2032,1615715597,1615716644,7,iOS,12,5
2021-05-16,264,1621133760,1621134992,20,iOS,12,2
2020-07-30,5827,1596100891,1596102398,4,Android,12,3
2021-02-25,5564,1614264083,1614266187,7,Android,12,3
2020-07-11,2421,1594430739,1594431358,10,Android,12,6
2020-09-10,1619,1599706185,1599708757,3,Android,10,5
2021-01-28,2355,1611832272,1611835171,17,Android,8,6
2020-12-16,9260,1608096620,1608097670,11,iOS,10,3
2021-02-27,5565,1614422768,1614423593,1,iOS,12,2
2020-06-08,3210,1591620468,1591622799,7,iOS,10,1
2021-05-06,1316,1620254231,1620256862,6,Android,12,3
2021-07-16,1004,1626378814,1626380278,20,Android,9,1
2020-06-19,8932,1592516083,1592518521,13,Android,8,1
2020-11-26,7206,1606390069,1606393507,5,Android,12,3
2021-06-02,3722,1622595655,1622598957,12,iOS,11,2
2021-07-16,6906,1626402760,1626405430,14,Android,9,4
2020-12-12,2671,1607718814,1607719376,1,iOS,10,4
2020-02-23,8902,1582475882,1582478046,9,iOS,10,2
2021-05-20,2930,1621470286,1621471151,12,iOS,10,4
2020-11-26,5009,1606350175,1606352030,18,iOS,11,2
2021-02-18,1397,1613605531,1613606551,14,iOS,12,5
2020-09-26,8785,1601096809,1601099753,9,Android,11,4
2021-01-07,2882,1609970082,1609971922,20,Android,9,6
2021-01-01,1015,1609472071,1609475191,6,Android,12,5
2020-11-14,2310,1605344290,1605347450,3,Android,11,2
2021-01-16,1999,1610778387,1610781686,20,Android,11,3
2020-05-29,7088,1590701285,1590701812,3,Android,9,1
2020-07-20,8468,1595209778,1595211988,10,iOS,10,1
2021-05-31,2032,1622425395,1622426147,10,iOS,12,1
2020-12-05,3539,1607172660,1607174401,11,iOS,12,1
2021-07-14,2924,1626256003,1626256519,17,iOS,12,2
2020-07-12,3703,1594532152,1594534738,9,iOS,10,4
2021-07-12,9859,1626105413,1626106595,8,iOS,10,2
2020-08-23,1068,1598134536,1598135584,12,Android,8,3
2020-10-05,5131,1601874170,1601876334,3,iOS,12,5
2020-11-18,9675,1605691495,1605693194,2,iOS,10,1
2021-04-08,6737,1617891050,1617894148,9,iOS,12,6
2020-01-14,2079,1578972494,1578973202,19,Android,8,5
2021-08-02,334,1627912628,1627915460,4,iOS,10,5
2020-08-28,3492,1598572565,1598573015,11,Android,12,6
2020-04-18,1786,1587166174,1587168581,2,Android,8,4
2021-06-15,3601,1623749589,1623752823,16,Android,8,3
2020-09-10,7010,1599703105,1599704556,13,Android,12,2
2020-09-23,1772,1600794522,1600797790,6,Android,12,1
2020-06-23,7051,1592874145,1592876443,2,Android,8,5
2020-10-21,665,1603216434,1603217683,11,Android,11,3
2020-04-18,4964,1587163497,1587164383,1,Android,9,5
2021-01-05,6338,1609820240,1609823100,17,iOS,10,5
2021-01-21,7029,1611178814,1611181393,17,Android,9,2
2021-06-15,9422,1623698324,1623699181,17,iOS,11,1
2020-11-18,991,1605653001,1605653622,10,Android,9,4
2020-10-11,9442,1602376379,1602378923,6,Android,8,6
2020-12-02,9050,1606859428,1606862716,19,Android,9,3
2020-04-08,7574,1586288839,1586290331,2,iOS,12,1
2021-01-06,6496,1609942239,1609942862,12,Android,8,5
2020-02-20,577,1582134140,1582136583,17,Android,12,5
2021-07-24,9322,1627119071,1627119439,5,Android,10,4
2020-09-26,5607,1601054106,1601056303,17,Android,9,1
2021-06-16,5196,1623856374,1623857185,8,Android,9,1
2020-06-04,1645,1591264911,1591268123,1,iOS,12,5
2020-12-31,3654,1609347609,1609350918,8,Android,9,6
2020-12-22,1614,1608645880,1608646871,13,iOS,10,6
2020-01-23,8172,1579785234,1579787677,1,Android,11,1
2021-03-10,2363,1615336468,1615338222,11,iOS,12,4
2020-07-29,7912,1595963286,1595965323,9,iOS,12,4
2020-10-06,4563,1601979109,1601979963,3,iOS,11,2
2021-04-02,4662,1617340739,1617342958,16,Android,12,4
2020-10-05,4605,1601862408,1601865512,5,iOS,11,3
2021-05-03,1505,1619977194,1619979448,12,iOS,11,6
2021-01-28,5878,1611812476,1611813209,11,iOS,12,5
2020-12-24,2720,1608761691,1608763278,14,Android,8,1
2021-01-20,9728,1611098131,1611099586,1,Android,10,5
2021-03-16,7718,1615858955,1615860786,16,iOS,11,3
2020-07-26,327,1595768332,1595770857,9,Android,8,2
2020-07-03,6049,1593779935,1593782726,14,iOS,12,2
2021-03-15,9885,1615817733,1615819719,19,iOS,12,2
2020-01-12,9057,1578777091,1578779165,17,Android,10,3
2020-05-19,2992,1589856967,1589857562,3,iOS,12,3
2020-08-26,2592,1598437186,1598437696,7,iOS,10,1
2020-06-23,9053,1592866966,1592867466,16,iOS,11,3
2021-07-12,405,1626044594,1626047109,8,iOS,10,5
2020-06-21,5366,1592681193,1592683681,18,iOS,10,2
2021-04-09,3675,1617961335,1617962773,13,Android,9,5
2021-02-27,254,1614422500,1614425241,17,Android,9,4
2021-01-15,2005,1610719165,1610722042,19,Android,8,5
2020-06-19,284,1592553541,1592556737,16,Android,11,6
2020-10-24,374,1603538950,1603541516,19,iOS,10,5
2020-03-13,2690,1584052671,1584054053,5,Android,10,4
2020-01-25,5747,1579957789,1579961051,1,Android,11,2
2021-06-21,8349,1624214332,1624216975,7,Android,8,1
2021-03-05,8898,1614931494,1614932326,1,iOS,10,2
2021-06-30,1088,1625002135,1625004931,11,iOS,12,2
2021-03-11,2405,1615429240,1615429676,8,Android,10,3
2021-06-12,1110,1623457662,1623460687,8,iOS,10,4
2020-07-27,3817,1595816644,1595818061,12,iOS,10,1
2020-10-15,7249,1602720957,1602721517,4,iOS,11,6
2021-06-03,5981,1622728213,1622729914,8,Android,9,3
2020-08-21,2668,1597999108,1598000028,4,iOS,11,3
2021-06-25,2201,1624638557,1624639101,13,iOS,10,1
2020-11-06,7116,1604659847,1604663269,6,iOS,10,1
2020-12-08,3234,1607411720,1607414206,2,iOS,12,6
2020-07-05,4533,1593884748,1593886180,17,Android,9,4
2020-01-20,6758,1579499741,1579502981,8,iOS,12,6
2020-01-02,9249,1577981524,1577983872,16,iOS,10,4
2020-03-16,2415,1584343483,1584345321,4,iOS,10,6
2021-04-22,2016,1619041403,1619042158,6,Android,11,1
2020-11-01,4180,1604209599,1604210164,20,iOS,12,5
2021-06-22,543,1624359877,1624361955,17,Android,12,4
2020-07-17,7036,1594998699,1595001004,3,Android,11,2
2021-05-13,7299,1620874235,1620877603,17,Android,9,6
2020-01-01,4842,1577887703,1577890400,20,iOS,11,1
2021-03-29,4507,1616963841,1616965868,14,Android,12,5
2020-04-24,2408,1587691440,1587692629,7,Android,9,4
2020-07-01,8819,1593597150,1593598813,13,iOS,12,3
2020-07-12,7852,1594570226,1594570950,18,iOS,11,6
2020-03-15,2433,1584231028,1584233084,9,iOS,11,4
2020-03-19,7372,1584575446,1584577105,11,iOS,10,4
2020-05-31,1727,1590884787,1590885269,17,iOS,12,2
2020-10-08,1202,1602171482,1602172556,11,iOS,10,1
2021-02-02,6027,1612233362,1612236923,3,Android,9,4
2020-06-18,2714,1592447088,1592449500,9,Android,9,2
2021-06-01,460,1622549289,1622549692,1,Android,8,1
2021-02-06,8612,1612602682,1612603500,6,iOS,10,3
2021-05-01,2839,1619854903,1619857398,8,Android,12,1
2021-04-26,4238,1619443640,1619445362,2,iOS,11,2
2021-03-05,7910,1614897390,1614897819,9,Android,12,6
2021-05-09,2203,1620547718,1620549202,12,iOS,11,2
2020-02-17,9892,1581912231,1581915655,8,Android,11,6
2021-04-06,3328,1617726569,1617727115,9,Android,11,2
2021-04-27,9685,1619503795,1619505143,4,iOS,12,4
2021-05-28,3983,1622168309,1622169790,15,Android,12,3
2020-11-09,7734,1604889071,1604891632,14,iOS,11,6
2020-04-22,8753,1587568721,1587570024,20,Android,10,6
2020-02-18,2377,1581965541,1581965929,8,iOS,12,1
2021-06-18,904,1623953180,1623956144,20,iOS,12,6
2021-01-15,2519,1610708550,1610711393,3,iOS,10,3
2021-01-21,7342,1611209037,1611212597,16,iOS,12,1
2020-11-17,9718,1605607152,1605610276,5,Android,10,1
2021-07-25,2322,1627219852,1627223004,4,iOS,11,6
2021-01-18,6426,1610920528,1610922974,13,Android,12,3
2020-01-12,9499,1578844430,1578846237,16,Android,12,2
2021-04-27,1456,1619503567,1619506823,4,iOS,11,3
2021-06-26,2633,1624671034,1624672145,7,iOS,11,6
2021-04-20,4028,1618926604,1618928166,14,Android,12,6
2020-04-01,7305,1585679655,1585683120,5,iOS,11,6
2020-05-16,137,1589611420,1589614704,20,iOS,12,5
2020-12-20,8915,1608440484,1608442524,5,iOS,11,1
2020-05-13,3081,1589386388,1589389634,1,Android,9,5
2020-03-08,1234,1583611833,1583615384,3,iOS,12,5
2020-10-31,8088,1604126911,1604129414,13,iOS,12,4
2020-04-23,3508,1587587554,1587590256,5,iOS,11,4
2020-01-04,4490,1578071979,1578072637,5,iOS,12,3
2020-10-09,7586,1602199529,1602201747,5,Android,11,5
2020-09-23,5469,1600805119,1600806749,16,iOS,12,4
2021-04-29,9469,1619668946,1619672205,13,iOS,10,1
2020-10-19,7008,1603050703,1603051197,15,Android,10,6
2020-09-01,1770,1598894990,1598897920,4,Android,10,6
2020-12-16,3584,1608094460,1608097105,15,iOS,10,3
2021-05-01,3135,1619857631,1619861093,3,Android,12,6
2021-05-11,8964,1620669205,1620670168,14,Android,12,5
2021-02-04,5409,1612374862,1612376669,8,iOS,12,5
2020-07-06,9325,1594031816,1594033534,6,iOS,11,1
2020-10-18,868,1603032978,1603035540,8,Android,12,4
2021-05-02,386,1619916002,1619916345,1,iOS,12,5
2020-09-16,6962,1600224648,1600227520,6,iOS,11,1
2021-02-25,5978,1614202239,1614204584,6,iOS,10,3
2021-03-13,2300,1615589278,1615591109,10,Android,9,1
2020-04-15,6736,1586904314,1586907356,18,Android,10,4
2020-06-11,6648,1591865248,1591866945,7,iOS,10,5
2020-06-07,4761,1591515180,1591516607,13,Android,10,2
2021-03-13,759,1615582686,1615584961,13,iOS,11,6
2020-01-29,4154,1580273509,1580276472,18,Android,11,4
2021-03-11,2684,1615433620,1615436999,4,Android,11,4
2020-06-29,6636,1593369749,1593373126,4,iOS,10,1
2021-02-14,3785,1613293020,1613293743,17,Android,9,5
2021-03-12,9756,1615543270,1615546061,11,iOS,10,2
2020-02-08,9265,1581169060,1581171457,12,iOS,10,4
2020-04-03,1175,1585854836,1585856821,11,iOS,10,6
2021-05-16,4825,1621108651,1621110396,8,Android,8,1
2021-03-28,1886,1616902696,1616905594,17,iOS,10,2
2020-09-25,480,1600987324,1600989913,3,Android,9,6
2020-07-22,4154,1595357904,1595359405,20,iOS,12,4
2021-02-17,6183,1613503230,1613506154,9,iOS,10,4
2021-05-19,7435,1621407930,1621409267,11,Android,8,5
2020-07-18,9935,1595008922,1595009636,17,iOS,10,4
2020-06-02,2285,1591085284,1591086676,2,Android,10,5
2021-01-12,5294,1610390173,1610391341,3,Android,11,1
2020-07-12,2634,1594514458,1594517349,8,iOS,11,6
2021-07-17,2644,1626536364,1626537139,17,iOS,12,6
2021-06-13,694,1623598819,1623599941,1,iOS,12,5
2021-04-25,7267,1619342293,1619343410,11,iOS,11,5
2020-02-18,8051,1581967070,1581968826,3,Android,8,4
2020-10-09,6262,1602230410,1602233945,5,Android,9,1
2020-01-14,8375,1579004059,1579007191,1,iOS,12,5
2020-05-03,8200,1588487286,1588488975,9,iOS,12,4
2020-11-08,1695,1604776915,1604778434,16,Android,11,4
2020-04-24,3678,1587727078,1587727705,19,iOS,10,3
2020-09-20,6668,1600605690,1600608582,11,Android,11,3
2020-10-06,677,1601926979,1601928063,15,iOS,10,5
2021-06-25,98,1624589248,1624592572,6,Android,11,3
2020-03-12,9973,1583968807,1583971169,8,Android,8,4
2020-10-16,2735,1602814780,1602816068,9,iOS,11,5
2020-11-09,4319,1604870684,1604873729,11,iOS,11,4
2021-04-27,8165,1619500362,1619503001,9,Android,11,2
2020-11-09,523,1604899266,1604899677,19,Android,10,3
2021-07-11,9625,1625943768,1625944899,1,Android,11,5
